Node	Beg	End
GDH8C90P	2334314	2336747
GDH8C90P	2547769	2548548
GDH8C90P	2621091	2621593
GDH8C90P	3417183	3421884
GDH8C90P	3536049	3548090
GDH8C97P	318668	323184
GDH8C97P	694802	695736
GDH8C97P	977929	978266
GDH8C97P	1756206	1756430
GDH8C97P	1968918	1969443
GDH8C97P	3262670	3265395
GDH8C97P	3421335	3421884
GDH8C97P	3428412	3428586
KACC16562	44500	44636
KACC16562	908381	912530
KACC16562	971019	975310
KACC16562	991586	991591
KACC16562	1893988	1895018
KACC16562	2310697	2311274
KACC16562	2322186	2322651
KACC16562	2347147	2348434
KACC16562	2909389	2909435
KACC16562	3096948	3097322
KACC16562	3341634	3342444
KACC16562	3370535	3370935
NCTC7526	32635	33658
NCTC7526	187112	187970
NCTC7526	272567	273694
NCTC7526	885329	891785
NCTC7526	1083030	1093665
NCTC7526	1821347	1838266
NCTC7526	2009080	2009632
NCTC7526	2241052	2242255
NCTC7526	2310697	2311271
NCTC7526	2347147	2348434
NCTC7526	2486582	2487002
NCTC7526	2705392	2705941
NCTC7526	2743356	2744193
NCTC7526	3427305	3428956
NCTC7526	3536049	3543084
NCTC7540	465032	465995
NCTC7540	682208	683056
NCTC7540	1919292	1919481
NCTC7540	2535366	2537895
NCTC7540	3009697	3010522
NCTC7666	197543	197872
NCTC7666	272567	273688
NCTC7666	319324	326473
NCTC7666	377514	380861
NCTC7666	612148	612881
NCTC7666	698712	710823
NCTC7666	1080761	1082821
NCTC7666	1585345	1585369
NCTC7666	1683317	1687403
NCTC7666	1821347	1821901
NCTC7666	1930980	1932006
NCTC7666	2730434	2738564
NCTC7666	3096948	3100554
NCTC7666	3542927	3548182
NCTC7687	215052	225077
NCTC7687	319172	323184
NCTC7687	384702	385312
NCTC7687	529700	533938
NCTC7687	612148	614903
NCTC7687	694802	696121
NCTC7687	750133	752998
NCTC7687	919544	922404
NCTC7687	1089141	1092237
NCTC7687	1465057	1466281
NCTC7687	1504721	1507207
NCTC7687	1591558	1593377
NCTC7687	1641521	1643612
NCTC7687	1723204	1725108
NCTC7687	1821347	1825555
NCTC7687	2148828	2149443
NCTC7687	2587818	2589485
NCTC7687	3421335	3424246
NCTC7688	78466	80870
NCTC7688	187118	187488
NCTC7688	307183	311787
NCTC7688	323370	326473
NCTC7688	403150	405641
NCTC7688	454979	465995
NCTC7688	1504806	1505209
NCTC7688	1712469	1712498
NCTC7688	2371764	2376223
NCTC7688	2587818	2591038
NCTC7688	2797562	2801554
NCTC7688	3145272	3145731
NCTC7688	3538406	3543159
NCTC7692	370379	370764
NCTC7692	848970	851959
NCTC7692	1075260	1075804
NCTC7692	1504753	1504951
NCTC7692	1931277	1931842
NCTC7692	1968081	1969443
NCTC7692	3531673	3532408
NCTC7692	3551504	3551711
SRR10556786	30870	34592
SRR10556786	80427	82373
SRR10556786	94929	97792
SRR10556786	197204	197872
SRR10556786	291777	297563
SRR10556786	546349	548637
SRR10556786	636610	638147
SRR10556786	662281	665795
SRR10556786	684687	685076
SRR10556786	825596	832906
SRR10556786	889346	892136
SRR10556786	1082553	1086527
SRR10556786	1192608	1193502
SRR10556786	1504721	1504924
SRR10556786	1621286	1641789
SRR10556786	1683317	1683860
SRR10556786	1749661	1751718
SRR10556786	1852240	1856648
SRR10556786	1931847	1933947
SRR10556786	2094508	2095021
SRR10556786	2297831	2303980
SRR10556786	2340036	2340756
SRR10556786	2373100	2374707
SRR10556786	2515834	2516875
SRR10556786	2587629	2589485
SRR10556786	2600066	2600720
SRR10556786	2738019	2740175
SRR10556786	2892359	2897288
SRR10556786	3063604	3070424
SRR10556786	3247452	3248082
SRR10556786	3453330	3458132
SRR10583088	2461217	2462099
SRR11004255	1067969	1068049
SRR11004272	78533	79195
SRR11004272	752552	754925
SRR11004272	849011	851959
SRR11004272	1000115	1000568
SRR11004272	1177999	1179029
SRR11004272	1949787	1950375
SRR11004272	2112180	2117706
SRR11004272	2587339	2588771
SRR11004272	3054830	3055697
SRR11004272	3538291	3539296
SRR11004273	165160	165878
SRR11004273	224885	225998
SRR11004273	379297	379881
SRR11004273	533938	534676
SRR11004273	1705395	1709813
SRR11004273	1831416	1836705
SRR11004273	1931166	1933564
SRR11004273	2005851	2009632
SRR11004273	2065889	2069773
SRR11004273	2134547	2136339
SRR11004273	2322186	2322707
SRR11004273	2334314	2335553
SRR11004273	2347147	2347726
SRR11004273	2737941	2738564
SRR11004273	3264705	3265395
SRR11004273	3364027	3370983
SRR11004273	3538291	3539317
SRR11004274	25514	26343
SRR11004274	56320	56898
SRR11004274	86711	87520
SRR11004274	165321	168477
SRR11004274	187488	187970
SRR11004274	224893	226184
SRR11004274	272567	273920
SRR11004274	317097	328142
SRR11004274	369131	380989
SRR11004274	551434	557304
SRR11004274	684687	685076
SRR11004274	694805	696091
SRR11004274	889346	902730
SRR11004274	969744	981182
SRR11004274	998306	1002005
SRR11004274	1050192	1051771
SRR11004274	1082449	1093665
SRR11004274	1551611	1565556
SRR11004274	1614897	1615425
SRR11004274	1699952	1711289
SRR11004274	1721801	1722139
SRR11004274	1756491	1759138
SRR11004274	1821347	1821901
SRR11004274	1931136	1933539
SRR11004274	1962998	1968942
SRR11004274	2005851	2009443
SRR11004274	2134547	2136897
SRR11004274	2194994	2196879
SRR11004274	2308988	2311592
SRR11004274	2461217	2462099
SRR11004274	2588125	2589485
SRR11004274	2737941	2738461
SRR11004274	2969246	2969543
SRR11004274	3036398	3038517
SRR11004274	3096998	3100456
SRR11004274	3110610	3111692
SRR11004274	3341664	3342598
SRR11004274	3420760	3425998
SRR11004274	3536032	3536619
SRR11004275	165149	165878
SRR11004275	384582	385260
SRR11004275	431226	431733
SRR11004275	673734	674463
SRR11004275	1001736	1003433
SRR11004275	1093266	1094974
SRR11004275	1248304	1249029
SRR11004275	1644666	1645044
SRR11004275	1732511	1738996
SRR11004275	1905739	1906582
SRR11004275	1930980	1932006
SRR11004275	2208596	2212382
SRR11004275	2291566	2294291
SRR11004275	2585246	2585714
SRR11004275	2630409	2631232
SRR11004275	3132429	3132713
SRR11004275	3365636	3366238
SRR11004275	3522776	3526541
SRR11004278	56272	58900
SRR11004278	187112	187970
SRR11004278	224885	225077
SRR11004278	455437	463483
SRR11004278	631464	637198
SRR11004278	988650	989207
SRR11004278	1082449	1082821
SRR11004278	1101927	1104034
SRR11004278	1246633	1249447
SRR11004278	1504753	1505087
SRR11004278	1676963	1683701
SRR11004278	1867067	1868407
SRR11004278	1968081	1969443
SRR11004278	2054971	2055773
SRR11004278	2261539	2262094
SRR11004278	2291656	2294250
SRR11004278	2711926	2715483
SRR11004278	2753910	2756422
SRR11004278	2800676	2801554
SRR11004278	3145272	3145731
SRR11004278	3423619	3424246
SRR11004280	751109	753000
SRR11004283	161546	165878
SRR11004283	210835	211423
SRR11004283	225068	226068
SRR11004283	317235	324301
SRR11004283	356493	358907
SRR11004283	376457	378158
SRR11004283	462652	465995
SRR11004283	494108	500651
SRR11004283	531040	534676
SRR11004283	551755	556890
SRR11004283	802906	805740
SRR11004283	889346	900680
SRR11004283	962184	967235
SRR11004283	986869	988532
SRR11004283	1077897	1098117
SRR11004283	1388643	1389528
SRR11004283	1480378	1483743
SRR11004283	1494859	1495620
SRR11004283	1551605	1557615
SRR11004283	1591558	1602106
SRR11004283	1622721	1625888
SRR11004283	1712469	1712498
SRR11004283	1729685	1732613
SRR11004283	1744831	1748423
SRR11004283	1783987	1792411
SRR11004283	1908367	1911000
SRR11004283	1931130	1937659
SRR11004283	1962817	1969365
SRR11004283	2019961	2021716
SRR11004283	2029110	2033308
SRR11004283	2042636	2048360
SRR11004283	2172449	2175744
SRR11004283	2187730	2189160
SRR11004283	2224225	2227647
SRR11004283	2281232	2283546
SRR11004283	2322275	2348470
SRR11004283	2429756	2430136
SRR11004283	2548205	2548526
SRR11004283	2588125	2589241
SRR11004283	2621249	2621561
SRR11004283	2641000	2642070
SRR11004283	2710650	2715504
SRR11004283	2786093	2786474
SRR11004283	3132429	3135336
SRR11004283	3144943	3145869
SRR11004283	3307405	3307834
SRR11004283	3341634	3342591
SRR11004283	3423235	3428956
SRR11004283	3540492	3553336
SRR11004285	197204	197872
SRR11004285	297209	299281
SRR11004285	323169	323922
SRR11004285	810348	812623
SRR11004285	869664	878060
SRR11004285	1173947	1179313
SRR11004285	1693096	1693530
SRR11004285	1838110	1838966
SRR11004285	1968081	1969443
SRR11004285	2042218	2042985
SRR11004285	2094621	2095021
SRR11004285	2297831	2298232
SRR11004285	2471023	2473380
SRR11004285	2743356	2744193
SRR11004285	3145272	3145731
SRR11004285	3298500	3299294
SRR11004285	3486569	3493779
SRR11004289	15950	17383
SRR11004289	182763	185921
SRR11004289	206736	208468
SRR11004289	323169	325625
SRR11004289	586513	587110
SRR11004289	889346	891155
SRR11004289	1089210	1089432
SRR11004289	1248304	1248586
SRR11004289	1614876	1615425
SRR11004289	1784888	1787957
SRR11004289	2017824	2018514
SRR11004289	2054851	2055823
SRR11004289	2134547	2136468
SRR11004289	2322186	2322707
SRR11004289	2334314	2338113
SRR11004289	2529005	2529495
SRR11004289	3247452	3248082
SRR11004289	3294609	3297403
SRR11004289	3365636	3372295
SRR11004289	3394312	3395113
SRR11004289	3407735	3409889
SRR11004289	3423241	3425921
SRR11004289	3540492	3543159
SRR11004290	825361	825383
SRR11004290	993491	994713
SRR11004290	1751120	1751718
SRR11004290	2094508	2095021
SRR11004290	2273388	2274472
SRR11004290	2282052	2283441
SRR11004295	1614876	1615425
SRR11004295	2094436	2095001
SRR11004295	3294081	3295158
SRR11004295	3423241	3425804
SRR11004295	3540740	3542706
SRR11004302	307183	312378
SRR11004302	404318	405641
SRR11004302	1326884	1329938
SRR11004302	1973261	1973510
SRR11004308	159551	165878
SRR11004308	485332	486229
SRR11004308	683035	685076
SRR11004308	1683317	1683860
SRR11004308	1930980	1932006
SRR11004308	1949787	1950375
SRR11004308	1968081	1969443
SRR11004308	2282052	2283441
SRR11004308	2414112	2415455
SRR11004308	2682669	2684114
SRR11004308	3540509	3548498
SRR11004319	187112	187922
SRR11004319	397234	399068
SRR11004319	487431	488672
SRR11004319	810348	817791
SRR11004319	1050114	1056684
SRR11004319	1177944	1179313
SRR11004319	1494859	1495620
SRR11004319	1671621	1675694
SRR11004319	2009080	2009632
SRR11004319	2548000	2548351
SRR11004319	3298500	3299294
SRR11004319	3468271	3471091
SRR11004319	3538422	3539273
SRR11004336	307183	309235
SRR11004336	2065889	2068298
SRR11004336	2322275	2329541
SRR11004336	3421335	3422037
SRR11004337	27431	35236
SRR11004337	78451	82016
SRR11004337	182858	187970
SRR11004337	272567	273694
SRR11004337	366775	367607
SRR11004337	528096	531252
SRR11004337	827327	827673
SRR11004337	965708	968420
SRR11004337	1087855	1092214
SRR11004337	1504721	1504951
SRR11004337	1931106	1933947
SRR11004337	2132687	2132929
SRR11004337	2328760	2335553
SRR11004337	2373114	2374299
SRR11004337	2461354	2462099
SRR11004337	2893951	2894992
SRR11004337	2960286	2961727
SRR11004337	3100270	3100554
SRR11004337	3421032	3421884
SRR11004337	3536049	3539317
SRR11004341	77981	82373
SRR11004341	196071	199168
SRR11004341	533938	534550
SRR11004341	658939	663436
SRR11004341	1001736	1002096
SRR11004341	1087855	1104034
SRR11004341	1585342	1585369
SRR11004341	1684992	1687541
SRR11004341	1698486	1704148
SRR11004341	1821347	1821901
SRR11004341	1831416	1836705
SRR11004341	1905739	1906582
SRR11004341	2207229	2210875
SRR11004341	2266890	2268910
SRR11004341	2799623	2801554
SRR11004341	2893951	2894992
SRR11004342	80427	82373
SRR11004342	187538	187922
SRR11004342	295537	310447
SRR11004342	404894	405641
SRR11004342	710475	711255
SRR11004342	804086	804140
SRR11004342	825596	826101
SRR11004342	1248304	1249447
SRR11004342	1721801	1722139
SRR11004342	1821347	1821901
SRR11004342	2096056	2096750
SRR11004342	2187730	2189979
SRR11004342	2295635	2304049
SRR11004342	2427498	2428540
SRR11004342	2621091	2621471
SRR11004342	2710650	2715504
SRR11004342	3145272	3145731
SRR11004342	3264705	3265395
SRR11004342	3468271	3472707
SRR11004342	3489925	3492453
SRR11004342	3510265	3514935
SRR11004342	3522810	3526541
SRR11004342	3538291	3538464
SRR11004344	370379	370662
SRR11004344	763170	763802
SRR11004344	2893951	2899718
SRR11004344	3236008	3236767
SRR11004346	182763	183156
SRR11004346	297209	324168
SRR11004346	357818	359067
SRR11004346	380644	380902
SRR11004346	404318	405641
SRR11004346	434257	435035
SRR11004346	496942	500651
SRR11004346	531040	532746
SRR11004346	636743	638279
SRR11004346	744263	746069
SRR11004346	802906	805740
SRR11004346	847210	855141
SRR11004346	1477528	1480527
SRR11004346	1504762	1505087
SRR11004346	1722037	1726457
SRR11004346	1743406	1751637
SRR11004346	1784680	1787957
SRR11004346	1821347	1836705
SRR11004346	1931106	1938917
SRR11004346	1973203	1974834
SRR11004346	2005908	2011493
SRR11004346	2020268	2021716
SRR11004346	2054851	2055823
SRR11004346	2187730	2193749
SRR11004346	2302954	2305502
SRR11004346	2429756	2430136
SRR11004346	2453241	2454831
SRR11004346	2588125	2589485
SRR11004346	2710599	2717078
SRR11004346	2979515	2982045
SRR11004346	3152790	3153559
SRR11004346	3362117	3362775
SRR11004346	3419331	3421884
SRR11004346	3489925	3490810
SRR11004351	27431	35494
SRR11004351	80427	82373
SRR11004351	161289	165878
SRR11004351	182776	187970
SRR11004351	197204	199219
SRR11004351	223417	229513
SRR11004351	319172	327881
SRR11004351	357818	359084
SRR11004351	376480	378136
SRR11004351	490098	500637
SRR11004351	551485	562801
SRR11004351	612104	614284
SRR11004351	661741	662560
SRR11004351	805283	828020
SRR11004351	892124	904329
SRR11004351	999653	1003172
SRR11004351	1055112	1055513
SRR11004351	1079258	1104034
SRR11004351	1177999	1179313
SRR11004351	1504753	1505087
SRR11004351	1545875	1553519
SRR11004351	1589345	1591825
SRR11004351	1672780	1677138
SRR11004351	1704133	1712498
SRR11004351	1721801	1727993
SRR11004351	1744853	1751718
SRR11004351	1791775	1793747
SRR11004351	1852240	1852873
SRR11004351	1909726	1911188
SRR11004351	1931109	1933947
SRR11004351	2005908	2007321
SRR11004351	2054971	2057124
SRR11004351	2094508	2095021
SRR11004351	2132848	2134934
SRR11004351	2310289	2311536
SRR11004351	2339617	2340973
SRR11004351	2347018	2350690
SRR11004351	2373780	2378564
SRR11004351	2588367	2589485
SRR11004351	2737941	2738773
SRR11004351	2782713	2786445
SRR11004351	2893951	2894992
SRR11004351	3023547	3026491
SRR11004351	3145272	3145731
SRR11004351	3294609	3298688
SRR11004351	3346004	3362810
SRR11004351	3417238	3428956
SRR11004351	3451700	3458132
SRR11004351	3506642	3507234
SRR11004351	3538673	3540647
SRR11004351	3553305	3553895
SRR11004353	187127	188258
SRR11004353	208950	211423
SRR11004353	220881	226068
SRR11004353	434257	436314
SRR11004353	519228	520624
SRR11004353	555306	556581
SRR11004353	583422	584232
SRR11004353	591728	594580
SRR11004353	635302	638250
SRR11004353	673734	674463
SRR11004353	707386	709198
SRR11004353	804086	804140
SRR11004353	962165	976848
SRR11004353	986869	989528
SRR11004353	1002005	1003951
SRR11004353	1089210	1092231
SRR11004353	1248304	1249447
SRR11004353	1388643	1389528
SRR11004353	1491718	1493550
SRR11004353	1504753	1505075
SRR11004353	1613415	1633538
SRR11004353	1643077	1647749
SRR11004353	1726271	1732613
SRR11004353	1770751	1772199
SRR11004353	1831575	1838403
SRR11004353	1893628	1894672
SRR11004353	1905739	1906582
SRR11004353	1931106	1937659
SRR11004353	1962817	1964041
SRR11004353	2018910	2021716
SRR11004353	2120665	2121460
SRR11004353	2291656	2294291
SRR11004353	2303248	2309025
SRR11004353	2339617	2342148
SRR11004353	2356794	2357574
SRR11004353	2429756	2433276
SRR11004353	2450490	2451700
SRR11004353	2547412	2548548
SRR11004353	2631022	2641555
SRR11004353	2710642	2715504
SRR11004353	2737941	2738688
SRR11004353	2894545	2898266
SRR11004353	3040204	3055334
SRR11004353	3113731	3132917
SRR11004353	3144943	3145803
SRR11004353	3259698	3265395
SRR11004353	3307405	3307834
SRR11004353	3396701	3398095
SRR11004353	3423560	3424291
SRR11004353	3538172	3539317
SRR11004360	2745305	2745347
SRR11004364	187112	187970
SRR11004364	195505	197872
SRR11004364	533938	534550
SRR11004364	661741	663436
SRR11004364	1585342	1588337
SRR11004364	1729432	1737795
SRR11004364	1968081	1969365
SRR11004364	2067836	2068298
SRR11004364	2453241	2454831
SRR11004364	2728690	2731034
SRR11004364	3365636	3366200
SRR11004364	3522776	3524791
SRR11004369	220744	221547
SRR11004369	307277	310447
SRR11004369	370379	370764
SRR11004369	404318	407187
SRR11004369	636917	638114
SRR11004369	673734	674463
SRR11004369	1305528	1306620
SRR11004369	1584037	1585369
SRR11004369	1591558	1591825
SRR11004369	1684992	1686339
SRR11004369	1736213	1739169
SRR11004369	1784888	1785559
SRR11004369	1859980	1861888
SRR11004369	1905739	1906582
SRR11004369	2002347	2007441
SRR11004369	2208596	2210875
SRR11004369	2291656	2294291
SRR11004369	2308534	2309025
SRR11004369	2339617	2340988
SRR11004369	2426007	2428540
SRR11004369	2585246	2585700
SRR11004369	2710641	2715555
SRR11004369	2730125	2731261
SRR11004369	3179812	3181305
SRR11004369	3212042	3220063
SRR11004369	3439259	3440406
SRR11004369	3522810	3526541
SRR11004370	3130660	3130750
SRR11004374	27431	32529
SRR11004374	56272	63619
SRR11004374	272567	273694
SRR11004374	297209	302287
SRR11004374	319172	323184
SRR11004374	899124	902718
SRR11004374	1000115	1000568
SRR11004374	1784680	1788386
SRR11004374	1959542	1960160
SRR11004374	2044990	2055823
SRR11004374	2310636	2311274
SRR11004374	2347147	2348197
SRR11004374	2373114	2376223
SRR11004374	2536714	2537525
SRR11004374	2577457	2581938
SRR11004374	2587818	2589485
SRR11004374	2682669	2684051
SRR11004374	2737941	2738773
SRR11004374	3145272	3145731
SRR11004374	3421032	3424246
SRR11004374	3489925	3492326
SRR11004393	485332	486229
SRR11004393	1046408	1046682
SRR11004393	1090714	1094856
SRR11004393	1504721	1505031
SRR11004393	1569184	1569423
SRR11004393	1831575	1836669
SRR11004393	2308534	2309025
SRR11004393	3145272	3145731
SRR11004400	36569	41280
SRR11004400	50059	50625
SRR11004400	56518	63823
SRR11004400	86869	92783
SRR11004400	98959	105919
SRR11004400	165195	168477
SRR11004400	182776	183465
SRR11004400	204851	205452
SRR11004400	220743	221510
SRR11004400	244580	245081
SRR11004400	257937	258489
SRR11004400	269004	273920
SRR11004400	301969	302456
SRR11004400	319172	321546
SRR11004400	327632	328296
SRR11004400	365376	365710
SRR11004400	397234	399068
SRR11004400	434234	439556
SRR11004400	496783	502410
SRR11004400	523623	534713
SRR11004400	560351	562801
SRR11004400	583422	584232
SRR11004400	661837	665216
SRR11004400	673734	674463
SRR11004400	680490	687012
SRR11004400	694805	696091
SRR11004400	752551	753097
SRR11004400	788130	788949
SRR11004400	796537	814137
SRR11004400	886689	887910
SRR11004400	925395	935033
SRR11004400	976385	976824
SRR11004400	990729	994680
SRR11004400	1001755	1009242
SRR11004400	1047898	1054065
SRR11004400	1085668	1098139
SRR11004400	1171820	1181231
SRR11004400	1205465	1206190
SRR11004400	1225177	1225386
SRR11004400	1282699	1283605
SRR11004400	1294285	1294754
SRR11004400	1334710	1340617
SRR11004400	1374211	1375256
SRR11004400	1385776	1386235
SRR11004400	1447881	1450374
SRR11004400	1504753	1507177
SRR11004400	1516748	1521429
SRR11004400	1539846	1546526
SRR11004400	1564826	1565556
SRR11004400	1613127	1633508
SRR11004400	1644666	1653411
SRR11004400	1663099	1671711
SRR11004400	1699914	1702553
SRR11004400	1719936	1720191
SRR11004400	1732186	1751718
SRR11004400	1760612	1768138
SRR11004400	1795485	1796019
SRR11004400	1845353	1847654
SRR11004400	1896110	1896935
SRR11004400	1905739	1908668
SRR11004400	1919256	1920608
SRR11004400	1930980	1937578
SRR11004400	1949787	1956634
SRR11004400	1967968	1968942
SRR11004400	1991062	1996020
SRR11004400	2002347	2002754
SRR11004400	2009041	2009326
SRR11004400	2020633	2021883
SRR11004400	2090496	2091422
SRR11004400	2170019	2176361
SRR11004400	2196108	2196879
SRR11004400	2208736	2217708
SRR11004400	2230694	2230903
SRR11004400	2291656	2294432
SRR11004400	2319313	2321007
SRR11004400	2339534	2353841
SRR11004400	2362338	2362758
SRR11004400	2429767	2430136
SRR11004400	2490602	2491142
SRR11004400	2541373	2546034
